model,file,label,duration_sec,median_hz,mean_hz,std_hz,pitch_std_semitones,voiced_frames,target_shift,estimated_shift,shift_error,abs_shift_error,onset_rms_ratio,onset_centroid_ratio,onset_flatness_ratio,onset_high_band_ratio,params
continuous,continuous_down_1.wav,down_1,1.8933333333333333,622.5906404348572,608.0451847344749,81.37658801313617,5.433047842222665,89,-1.0,-0.9808246703302699,0.019175329669730123,0.019175329669730123,9.313471624659307,2.4919597436350918,21.0561447504607,2.5038572852762697,"{""pitch_shift"": -1.0}"
continuous,continuous_down_0_5.wav,down_0_5,1.8933333333333333,626.1012062718779,624.5533644959354,8.918026678862851,0.24968524000572567,89,-0.5,-0.8834807637931075,-0.38348076379310747,0.38348076379310747,2.0886583019863347,2.101706066276015,39.77656624125892,2.95245633015557,"{""pitch_shift"": -0.5}"
continuous,continuous_center.wav,center,1.8933333333333333,658.8816179450396,626.9508161432167,50.35607775603018,1.4629557339956507,89,0.0,0.0,0.0,0.0,2.6373848266573092,2.47181642316729,51.45822995756048,4.466608250952257,"{""pitch_shift"": 0.0}"
continuous,continuous_up_0_5.wav,up_0_5,1.8933333333333333,669.9007854072185,650.7267638544088,108.49152804869556,7.021430159349637,89,0.5,0.28713798687326264,-0.21286201312673736,0.21286201312673736,2.696537439068525,2.491002379965614,53.17233079230677,3.884341246408378,"{""pitch_shift"": 0.5}"
continuous,continuous_up_1.wav,up_1,1.8933333333333333,696.5501011150874,689.8264158361396,18.513582231895985,0.4636718841283097,89,1.0,0.9624941791588382,-0.03750582084116183,0.03750582084116183,7.484442715721567,2.428945930190327,33.204564871318006,2.9511948609510568,"{""pitch_shift"": 1.0}"
continuous,continuous_interp_up_0_25.wav,up_0_25,1.8933333333333333,664.1334086419087,664.8488564554692,5.729507857656774,0.14827959453923398,89,0.25,0.13744555347670484,-0.11255444652329516,0.11255444652329516,4.201800248749334,2.1618450215849783,34.72866868391535,3.4372436002189644,"{""pitch_shift"": 0.25}"
continuous,continuous_interp_up_0_75.wav,up_0_75,1.8933333333333333,685.8611380609678,684.480690785152,10.088082042353482,0.256185656460172,89,0.75,0.6947668190681328,-0.05523318093186724,0.05523318093186724,3.6457416085505874,1.934935305518147,14.304906236645527,1.7112330043762487,"{""pitch_shift"": 0.75}"
categorical,categorical_down_1.wav,down_1,1.8933333333333333,623.4425157302891,601.5338180752938,102.13051649876687,7.4831234967896085,89,-1.0,1.761104213493459,2.761104213493459,2.761104213493459,1.1519402051776253,3.210834275759074,106.67694382645618,6.242312556439736,"{""pitch_shift_down_1"": 1.0, ""pitch_shift_down_0_5"": 0.0, ""pitch_shift_center"": 0.0, ""pitch_shift_up_0_5"": 0.0, ""pitch_shift_up_1"": 0.0}"
categorical,categorical_down_0_5.wav,down_0_5,1.8933333333333333,623.3120956088686,609.8305812307827,100.15461606263196,6.578459760927954,89,-0.5,1.7574822055432726,2.2574822055432726,2.2574822055432726,4.217371181579664,2.0018780304321875,18.102375243818315,2.3484340327323867,"{""pitch_shift_down_1"": 0.0, ""pitch_shift_down_0_5"": 1.0, ""pitch_shift_center"": 0.0, ""pitch_shift_up_0_5"": 0.0, ""pitch_shift_up_1"": 0.0}"
categorical,categorical_center.wav,center,1.8933333333333333,563.1416507545351,567.0970620744303,39.38818379846898,1.1996260535584506,89,0.0,0.0,0.0,0.0,2.0646906181596822,2.690882545433355,49.464185780993894,4.117873471802529,"{""pitch_shift_down_1"": 0.0, ""pitch_shift_down_0_5"": 0.0, ""pitch_shift_center"": 1.0, ""pitch_shift_up_0_5"": 0.0, ""pitch_shift_up_1"": 0.0}"
categorical,categorical_up_0_5.wav,up_0_5,1.8933333333333333,661.8520900064201,661.9817498889327,9.099719616044526,0.23467874071963846,89,0.5,2.7961317901271996,2.2961317901271996,2.2961317901271996,2.029652055242882,2.404960434071913,41.2373010338641,5.502416444429991,"{""pitch_shift_down_1"": 0.0, ""pitch_shift_down_0_5"": 0.0, ""pitch_shift_center"": 0.0, ""pitch_shift_up_0_5"": 1.0, ""pitch_shift_up_1"": 0.0}"
categorical,categorical_up_1.wav,up_1,1.8933333333333333,691.1754128830839,687.1281652166015,15.695607236209117,0.3964970802099427,89,1.0,3.5466484674661776,2.5466484674661776,2.5466484674661776,2.9076460094425824,2.3455070098754267,30.329109568903835,4.892580409120366,"{""pitch_shift_down_1"": 0.0, ""pitch_shift_down_0_5"": 0.0, ""pitch_shift_center"": 0.0, ""pitch_shift_up_0_5"": 0.0, ""pitch_shift_up_1"": 1.0}"
